1520051476491640832|@XSpence21 @Carawieneke Not my family members. Depends just how hard you push back. The only death I knew during covid was from a friend who had kicked covid but died from complications from remdesivir and vent. He was alone. And family didn’t advocate for anything other than the protocol.
1520343782075637761|@tylerblack32 @elonmusk @pmarca Not to mention the “doctors” told us early covid treatment of HCQ and IVM were useless. That the only treatment is Remdesivir for inpatients. LIES LIES AND MORE LIES.
1520087219041677312|@EbonyJHilton_MD The long term consequences are lifetime immunity. The issue is cult members forcing experimental vaccines w unknown long term side effects and a lot of known effects worse than the flu-like virus that is treated with remdesivir to induce organ failure for CARES act bonuses
1520185088289480704|And I hear that the FDA has just approved remdesivir (of all noxiosities) for use in babies from one month old.   Did I just make up a new word? Noxiosities. A bit like bonkosities, but more noxious, and not funny. https://t.co/Kv9ZgTTgDm
1520171090001252354|@DianaWilliams61 @wham0la @EricTopol @NEJM My father in-law was hospitalized and given Remdesivir and died 13 days later. 40% of people given Remdesivir died of kidney failure which caused their pneumonia to exacerbate because their bodies couldn’t get rid of the fluid in their lungs and they called it covid pneumonia.
1520379284464058370|The only thing more deadly about covid in comparison to regular flu is the treatment! #remdesivir #arrestfauci
1520093089880236033|@Indiagirl99 @Carawieneke @MDinCanada You should sign an EUA for remdesivir and most of us were never told anything about this drug except it's the protocol
1520216448836243457|@BobbieannR I guess they dont care that remdesivir is killing adults already by attacking their kidneys and liver.  What do they think will happen to babies ???  More depop???
1520129228066357248|My friend died because the hospital didn’t give her ivermectin &amp; hydroxychloroquin when she requested it! She requested monoclonal antibodies &amp; was told only the severe cases get that! They kept her on Remdesivir while her oxygen levels dropped! 🤬
1520130738238091264|@GileadSciences' Veklury made massive profits, but as more vaccine boosters arrive and more people become immune to the virus, the future of the antiviral is in question. https://t.co/6kXYh3arLC
1520153409311100930|@BeenHavingIt66 @KellyMo35360323 @Carawieneke @MDinCanada How disgusting!! They didn’t give one sh*t about him!  They wanted the money….they treated him like a money generating machine!  I hope all those involved get locked up!!!!  Him refusing the remdesivir saved his life.  Sadly, people had no idea about these protocols.
1520212231165775873|@auntbat12 @HereForItYall @Adolwulf @redsheri1 @jack And trusting big pharma when they've had multiple life ending blunders is as equally naive. Remdesivir has literally killed people while Ivermectin has been working wonders. Yet which is approved and which isn't? Africa is doing great with Iver and they actually use it for a lot
1520049630595137536|Remdesivir is a drug that is extremely toxic to the liver and kidneys. There is a lot of evidence supporting this in the medical literature, yet they are now using it on babies and children, as well as adults to treat covid.   https://t.co/bCuIM4gc9i
1520233740600897536|@US_FDA “WHO has issued a conditional recommendation against the use of Remdesivir in hospitalized patients, regardless of disease severity, as there is currently no evidence that Remdesivir improves survival and other outcomes in these patients.” World Health Organization
1520376059518234624|@helenparker123 The NHS are pure evil, they are knowingly inflicting psychological pain on the public based on illogical science. If not mental anguish they are pumping patients with drugs that are dangerous based on the fraudulent positive PCR test. Remdesivir kills !!!
1520176234747109377|@Kathryn54062180 She’s starting remdesivir tomorrow. So glad you’re feeling better! ❤️
1520091845019291649|@Allachkastreams @rick_sherwood85 The rich were made richer by the mandates. Small businesses were closed while major corporations were allowed to be open. Also look at covid protocols. No early treatment. The shove remdesivir on them which doesn't work then intubate them. Who let people die? The hospitals did.
1520207149946839040|@leslibless According to BioSpace serious side effects from remdesivir affect a quarter of patients negatively. They report, “About 25% of patients receiving it have severe side effects, including multiple-organ dysfunction syndrome, septic shock, acute kidney injury, and low blood pressure.
1520024398031372289|@Lilliebelle1 Still more resources, warnings and recommendations related to Remdesivir are available here:  https://t.co/R8D8BCRu4S
1520112414678822912|@TimCha3737 @AndrewYesudian @DrEliDavid Says the MAGA whose bio states babies are meant to be born. Ffs, do some research b4 commenting. Thank the cells derived from aborted fetal tissue for the development of Remdesivir. Ya know, the practice anti-abortion rights groups oppose.
1520328416419102720|@chedca @HealthySaneBE @matt_quantum @cappuccino64 Because you are using it to try and change the subject. It has zero relevance to your initial statement that remdesivir is killing people.  And because it is a webpage, not a study. It is neither systematic, nor does it follow standards for meta analysis.
1520385584895868928|FDA Approved Remdesivir for 28 day old babies.  https://t.co/7psoe3r53N
1520196832550391809|@leslibless If you allow your child to receive Remdesivir you are an accomplice
1520177623737016320|Remdesivir, known to cause kidney failure &amp; failure of other organs is given full FDA approval for use on babies &amp; children over 28 days old. It's a killer. How can this be? Anyone still in any doubt that this is a depopulation agenda?  https://t.co/UwWyzwISIR
1520075694503600128|@ukblok26 @ToniaBuxton @bbcquestiontime Are you also injecting Remdesivir in your clients as your being told.  No one believes in the medical system or it's employees at this point.  You might want to do more research and make sure you don't and also tell your colleagues.
1520061348348006403|@Gardner_LM @VP @AlexThomp And where were you when trump and his Covid buddies were all getting remdesivir before it was approved therapy?
1520009800498753536|@Doctor_I_am_The The remdesivir is poison. Many drugs used in western medicine iare poison. I'm not saying he's necessarily right but it's possible he's right based on some of the study I have looked at. Can you provide proof that Sars cov 2 has been isolated and exists?
