1520184313077276675|@ViperX83 @MsBlaireWhite @libsoftiktok Wait your a nurse? For how long a month? You know what off label is. You know all meds have more than one use. Did you go to clown school? Look up the actions of ivermectin. I'm a nurse and confused how your being so dumb.
1520195820095741953|@EricTopol @NEJM https://t.co/e2IHsTOFUa  Plenty of studies in this story refute yours.
1520210196555091968|@PaulDerrington @gcsurf123 @KatTimpf I know multiple people who used ivermectin and definitely had Covid. Fine in 48 hours.
1520185088289480704|And I hear that the FDA has just approved remdesivir (of all noxiosities) for use in babies from one month old.   Did I just make up a new word? Noxiosities. A bit like bonkosities, but more noxious, and not funny. https://t.co/Kv9ZgTTgDm
1520211905285177347|@SarahVsypen @cara__noel And thanks to all the nut jobs taking ivermectin, HEARTWORMS are developing resistance to the med. dogs now need to be on interceptor or the pro heart shot. I think the process is about 1 k over the counter. The shots are about 500 and the meds are steroids and antibiotics
1520184309898162177|@DefySolipsis @BJ19791 @silverflyt @SinsLikeABoss @NEJM from covid when they could've taken the vaccine. Ivermectin works yes, for parasitic diseases.
1520187043720093702|Governor Lee Signs Bill Making Ivermectin OTC in Tennessee https://t.co/TJPCDEkPdE
1520216448836243457|@BobbieannR I guess they dont care that remdesivir is killing adults already by attacking their kidneys and liver.  What do they think will happen to babies ???  More depop???
1520202610468438016|@PierreKory https://t.co/y7XhgsOQEH Any news on this trial Dr Kory?
1520198072118165507|No you did not. Your censorship changed our once great country. The laptop was real. There was election fraud. Ivermectin works. Lockdowns and mandates were not necessary. YOU censored that. And look where it got us. #disinformation #lies #HuntersLaptop #Ivermectin #covid https://t.co/2S8HK49qK5
1520178143201529857|The Saga of Hydroxychloroquine for COVID-19 Has Come to an End #Hydroxychloroquine #Covid19 #Covid Please click on the link: https://t.co/ZJW1XSNolD https://t.co/id0OwGuOEv
1520213778423595008|@Honeybee_musing @MsBlaireWhite @libsoftiktok No, not all meds have more than one use, though many do. Moreover, when meds do have more than one use it is because they have been shown safe and effective for the new indication. There have been no clinical trials with ivermectin demonstrating efficacy against cancer.
1520212231165775873|@auntbat12 @HereForItYall @Adolwulf @redsheri1 @jack And trusting big pharma when they've had multiple life ending blunders is as equally naive. Remdesivir has literally killed people while Ivermectin has been working wonders. Yet which is approved and which isn't? Africa is doing great with Iver and they actually use it for a lot
1520183086138470400|@Cherylscotian1 @freedumfghtr @msTKinTO Can I ask how you got your hands on Ivermectin?
1520210773208928256|@gcsurf123 @KatTimpf Ivermectin, the human medication, was studied. It was not a bad outcome. Did not really show benefit or harm. Digest that however you want. But Russia does not get censored, nor does terrorist, just conservatives. If you agree with that, you are part of the problem
1520201627235500040|@DearAuntCrabby With a side of ivermectin, like ranch.
1520199854269603843|@gcsurf123 @KatTimpf You really do drink the kool-aid. Ivermectin actually works. Living proof. More people I know that got the jab got covid than those that didn't get the jab. I recommend doing some research before calling what you don't understand misinformation.
1520184899029852160|@ottobound Mistletoe_LDN_ melatonin_vit c infusion _ tumeric_ ivermectin_ ip6_ tagamet_there are so many things to outsmart cancer regular mds know nothing about this &gt;cancer center for healing Irvine CA
1520207149946839040|@leslibless According to BioSpace serious side effects from remdesivir affect a quarter of patients negatively. They report, “About 25% of patients receiving it have severe side effects, including multiple-organ dysfunction syndrome, septic shock, acute kidney injury, and low blood pressure.
1520197312517074945|@takavet1 Ivermectin is a powerful anti-cancer remedy, 9 peer-reviewed studies conclude  #medicine, #anticancer, #cancer treatments, #COVID,  #ivermectin,  #疫情，#伊维菌素是一种强大的抗癌药物 https://t.co/595ryEZkWO
1520180860523327492|@TheSciBabe @joerogan Forgive the talking thumb for thinking it said "ivermectin".
1520196832550391809|@leslibless If you allow your child to receive Remdesivir you are an accomplice
1520180485191786496|@qualud3s @Katlove930 @existentialcoms did you see that ivermectin is linked to Lic-Ma D1 ?
1520176234747109377|@Kathryn54062180 She’s starting remdesivir tomorrow. So glad you’re feeling better! ❤️
1520177623737016320|Remdesivir, known to cause kidney failure &amp; failure of other organs is given full FDA approval for use on babies &amp; children over 28 days old. It's a killer. How can this be? Anyone still in any doubt that this is a depopulation agenda?  https://t.co/UwWyzwISIR
1520197771902414848|@PatriotRob76 Yes, thanks to Ivermectin, hydrochloriquine, and azithromycin my neighbor had bought for me when they went to Mexico this past fall. I don’t know if I’d have made it without it. It hit me hard!
1520188893764665346|@AntonioTweets2 I SUPPOSEDLY  was sick..tested positive took ivermectin  got better and their stupid test still said positive 3 weeks later, that same day took another test..Negative...I was fine the whole time, I had a fever for about 7 hrs, kinda high so I went to the dr..Dr...🙄
1520188034892894208|@mizdefiant I lost my wife from the Fauci bio weapon and insane CDC and hospital protocol and was locked out of hospital for 22 days before I could see her. By the time I was let in, Remdesivir had destroyed her kidneys and the hospital had given her bacterial pneumonia from the tubing.
1520206451167346691|Everybody check this out and KEEP SHARING. Fake Dr.Fauci is damn  Liar! Ivermectin was approved a long time ago. Everyone should be pissed off. Ivermectin is a wander drug. It actually CURES,  They don't want us to know about cures, because they want customers, not cures. https://t.co/KuuPsiFbFq
1520208193787359232|@TheTorontoSun Should have had Ivermectin!!
1520187949257834497|@ViperX83 @MsBlaireWhite @libsoftiktok How about this... as a nurse you know for a fact meds are used for more than one reason.  Ivermectin shows good anti inflammation actions by reducing the bodys reaction to the infection which means can reduce fluid in the lungs.  https://t.co/0eKN9Picgd
1520219408450211840|Betcha more MAGAts have died from COVID-19 because they took  hydroxychloroquine or ivermectin than have died from opiods! https://t.co/Ah2Z8Zuaz0
1520184645056352256|@gcsurf123 @KatTimpf Sad that you still think ivermectin is bad…it could save your life one day. But you do you and if you do need medication, I hear remdesiver is outstanding.
1520198776027328513|@MR_F_B61_12 @KurtSchlichter Freedom to say that Ivermectin is safe &amp; effective.  Freedom to say that Covid-19 was created in a lab. Freedom to say Hunter Biden's laptop is NOT "Russian disinformation" Want me to continue? There are plenty more.
1520197666310868994|@leslibless OMG!! But still won’t give us #Ivermectin .  It’s all about the 💰
1520194138452463616|Got Covid Nov. ‘20. Tested +. Had to ask Dr. for his preferred treatment (Ohio regulation). Took hydroxychloroquine/Z-PAC/Zink Sulphate cocktail. Fever broke in 12 hrs. Felt normal after 5 days.  How many people did Dems kill by calling this ineffective and dangerous.
1520201887814979585|@ITGuy1959 @Ronnie4Trump My husband, son, daughter-in-law, and myself - none of which are either vaxed OR "boosted" - all had covid at the same time and we experienced mild symptoms as well - because we were all TREATED with monoclonals and Ivermectin.
1520201019606634500|@VetNationPod @terrymbs2 @D415Y_CU773R @KamVTV All of these are still conspiracy theories. You can't find the truth if you are still listening to idiots like Alex Jones and Joe Rogan. Shit, Ivermectin still only works in a test tube at levels too toxic for humans. That have been 100% verified not to works.
1520191849805365248|@MarinaMedvin but I cant get HCQ or Ivermectin easily 🙄
1520198804556840961|EXPERIMENTAL EMERGENCY USE DRUGS KILL - ALL PART OF THE PLAN REMDESIVIR IS A KILLER - MEDICAL MURDER COVID 19 VACCINE BIO WEAPON THE REAL AGENDA  👇 https://t.co/OO39VnWsbO 👇 FDA Approves Remdesivir for Babies and Young Children to Treat COVID-19 👇 https://t.co/UIReuS3UKF
1520224814585110529|does anyone have like a chart or guide for ivermectin dosing to treat covid (lol) (lmfao) (not kidding)
1520190224961134593|@PoliBard They realised that Ivermectin does actually work … &amp; it’s a sh!tload cheaper than big pharma’s useless poison …how dumb are we?? #AuspolSoCorrupt
1520216308264181761|Rick: Did you use ivermectin? Max Burns: I was not one of the lucky ones to make it into the ivermectin trial. I figured I would have to be pretty sick to take medical advice from Trump. @themaxburns @thedailybeast
1520217236149092352|@piratekidd66 @John28500101 And another: “The apparent safety and low cost suggest that ivermectin is likely to have a significant impact on the SARS-CoV-2 pandemic globally.” Now leave me alone.
1520182133767110657|@TheLeadCNN @jaketapper @secupp @PaulBegala @AsteadWesley @evamckend This coming from the guy who peddled #ivermectin to treat #Covid.
1520222938640879617|@jack You censored facts about the efficacy of Ivermectin and HCQ that could have saved lives.  You censored anyone who was vax injured and tried to get their story out.  I could go on but the damage is done.  The Covid coverup is a travesty.
1520217058637758464|@rachael_katz @caitoz Ivermectin has been shown by numerous studies to be ineffective. That is the scientific consensus. As a socialist I follow the scientific consensus rather than dogma.
1520221690252435458|@TheDemocrats Ivermectin works, huh Kamel ?
1520190208532262913|@michaelshermer Joe Rogan believes him. He nailed it on Ivermectin so who is to say he isn’t right about Lazar?
1520199899102560257|Just got over covid. I took Ivermectin and zinc. Less than five days later, I'm back to running my usual 30-45 min a day, energy levels are thru the roof... the hubby just getting over it, didn't take the miracle drug, still can't get out of bed. Proof- IVERMECTIN WORKS!
1520219073279315968|@RonFilipkowski Next he'll be saying that Joe forced them all to take ivermectin and hydroxychloroquine
1520200332806168577|@ine69206804 @pedwards_phil @GerardDelaney39 @MattHancock High Dosage Hydroxychloroquine - causing Heart Arrhythmias &amp; Deaths - the Recovery Study in UK was conducted during April 2020 - same period as the Death Spike https://t.co/Y4m8tOyZyI
1520198184177336320|@Honeybee_musing @MsBlaireWhite @libsoftiktok Denying it is not, in any sense, against the law.   And the evidence is clear, ivermectin does not work to treat or prevent COVID.
