1520349401096597504|@ottobound Sending prayers. Ivermectin kills cancer.
1520313206073446407|@hiebinator @MeghanMcCain They believe that because it’s true. Did you know ivermectin was given to Afghanistan refugees before coming to America? Of course not. Who cares about truth when you’re a lefty.
1520367044591763457|@DaveLovesGolf you can easily buy ivermectin from our site. Visit:- https://t.co/hM2oQGDa5A
1520343782075637761|@tylerblack32 @elonmusk @pmarca Not to mention the “doctors” told us early covid treatment of HCQ and IVM were useless. That the only treatment is Remdesivir for inpatients. LIES LIES AND MORE LIES.
1520349166978977792|@NePlus4aiv Don't apologize 🤣. On the three points. 1. Ivermectin does have a use as a horse dewormer,amongst other things. No peer reviewed trials have shown any help at all in treating covid. My concern therefore is people taking it without doctor involvement
1520384484050448386|FDA renews 'horse' smear as ivermectin trends on new Twitter https://t.co/lx75VscLga
1520379284464058370|The only thing more deadly about covid in comparison to regular flu is the treatment! #remdesivir #arrestfauci
1520381524717228032|@BadLegalTakes If this were true a bunch of people would have gone to jail for promoting ivermectin. I really wish there were some legal measures in place to discourage non professionals from making medical/health claims they are not qualified to speak on.
1520385694610427910|@SmashYourTV @AmberFaire1 Lmao this buffoon quoting the data from corrupt governments of the world. Explain why countries with very low "vaccination" rate and who use ivermectin and HCQ like it's candy had the lowest case rates and lowest death rates in the world. I'll wait.
1520367658570506241|Arizona hopeful Katie lake asking for  Fauci's arrest for withholding ivermectin and hydroxychloroquine as treatments from us. https://t.co/eTVTdeJH59
1520355372464226306|Here's a map of Covid cases. As you can see, the most highly vaccinated countries also have the most Covid. The countries relying upon HCQ and Ivermectin have almost none.  https://t.co/DKUaa8dbXb
1520357318348750848|New Hampshire To Give The Green Light To Prescription Free Ivermectin   https://t.co/6DAGNUnQ5V  https://t.co/D4s50Fwu2j
1520376059518234624|@helenparker123 The NHS are pure evil, they are knowingly inflicting psychological pain on the public based on illogical science. If not mental anguish they are pumping patients with drugs that are dangerous based on the fraudulent positive PCR test. Remdesivir kills !!!
1520328416419102720|@chedca @HealthySaneBE @matt_quantum @cappuccino64 Because you are using it to try and change the subject. It has zero relevance to your initial statement that remdesivir is killing people.  And because it is a webpage, not a study. It is neither systematic, nor does it follow standards for meta analysis.
1520385584895868928|FDA Approved Remdesivir for 28 day old babies.  https://t.co/7psoe3r53N
1520377282262667266|@HedyFry @JustinTrudeau The pos should build one for ivermectin not that poison ☠️
1520365277975920640|@gcsurf123 @FiddleWeez @KatTimpf Ivermectin worked for both me and my partner.
1520363193310318592|@wiczipedia Ivermectin saves lives
1520359428356292608|@johnpavlovitz Here's one: https://t.co/ChidbJkX5e
1520353459056295937|@DeanJMueller1 @theworkshop36 @MerissaHansen17 Medications can be seek new patents if new uses are found or through a process called “evergreening”. All the while ignoring the fact that the largest supplier of ivermectin, for human consumption in America is Merck. The do your own research crowd doesn’t know how to research.
1520362769861967872|@PaulMeekPerth Ivermectin? 😬
1520342581254791170|@RemmyRobertson @MerissaHansen17 Unvaxxed 95 year old grandmother had covid, started going downhill on doctor's recommendations, friend slipped her a 3 day supply of ivermectin and she's well. Nothing compares to real experience
1520302726885699585|Twitter says after careful review, @TheTNStar is locked for a week  This is because of a story The Star ran describing a new law that @GovBillLee signed making ivermectin available over the counter.  @NeilWMcCabe2 @pdabrosca @elonmusk @jfradioshow https://t.co/BtxM5uhm9l
1520303663750979585|@gatfield_matt @magamuslim1 @borucu_erkin @Mann_Agarwall @kateyhagaman @nyulangone A summary of 19 randomized trials. More than 10,000 patients  Conclusion:  "We found that treatment with hydroxychloroquine is associated with increased mortality in COVID-19 patients, &amp; there is no benefit."  But Magat🏓 has aNeCd0teS!  Who to trust? 🤷🏽‍♂️  https://t.co/bR0JNs4tFV
1520301998976950272|This is an anti government conspiracy theorist but also thinks ivermectin will cure covid so i Shall
1520382563516354560|@peterlatroab @BeckyJohnson444 @Jasper33430720 @maz314Wa Ivermectin might be the greatest thing since sliced bread, I honestly have no idea.  Your “study” used cherry picked data for a meta analysis performed by employees of a company that profits from selling the product they are promoting.    It’s not a study - it’s an advertisement.
1520359708518932480|@PragDreamer @champagne_witch @MerissaHansen17 The very FIRST study listed on that page says:  the Panel recommends against the use of ivermectin for the treatment of COVID-19, except in a clinical trial
1520384850787803136|@SpudLakeCapital @landlPM @HedyFry @JustinTrudeau Yes from taking ivermectin
1520356064423817218|@MerissaHansen17 Money. Ivermectin is cheap and the money is in vaccines.   It would be so easy to make IVM available.
1520315204705431553|@rickdiculous23 @MeghanMcCain Funny how the “deworming” Ivermectin was given to thousands of Afghanistan refugees before coming here. But hey, I admire your commitment to stupidity.
1520328601442430977|Just 3000 trial participants and US government agrees to buy over $5 billion dollars of Pfizer’s Paxlovid pills meanwhile we have millions of people who successfully used ivermectin to treat cov19 which costs pennies.  Follow the corrupt money.
1520372131816775680|@Jc409John @robertsgm @michaeljknowles I mean unless you’re going to tell me that horses shop at that pharmacy, they did prove that ivermectin is being used by humans. So OP is wrong.
1520358205125279744|I hope the great state of Tennessee is ready for “Ivermectin Tourism Season” 🤣 🔜 🛣 🔜 🚘 🔜 🚍 🔜 ✈️ 🔜 🛩 🔜 🚂 🔜 🚀 🔜 🛸 #Ivermectin #Tennessee #NewHampshireToFollow ‼️❤️ https://t.co/FD0SmU5S2m
1520385152714637313|@mtracey RS is ran two obvious hoaxes.  The UVA rape hoax n the ivermectin ER hoax.  Both req'd not just gullibility but religious faith in leftism
1520312430261415936|@RandyRen4 @adam0sky @ElizabethClod13 @hiebinator @MeghanMcCain Looks like my reply was deleted by Twitter. Convenient. You ppl are frustratingly obtuse.  https://t.co/K6CXXtFQ6F
1520375949245616128|Covimectin 12 mg is a generic variant of the Ivermectin drug that is also an antiparasitic, antifungal, and antiviral medicine. https://t.co/22NkMEzfdl #covid_19 #covimectin #fda #cheapestmedshop #medicine #unitedstates #unitedkingdom #australia #california #newyork #losangeles https://t.co/R7b27gtAGE
1520379716653490176|@gcsurf123 @KatTimpf I was given ivermectin in 1976 for having schistosomiasis (🇪🇹, African-born 🇨🇦) .. it worked ! So, it is not Russian propaganda from 2020-2022, sir!!
1520313834854047744|@hunknorris I'll guess you were treated with remdesivir...
1520378056195592194|@rn_critcare Well, let him sign his discharge. Refuse treatment? Then go home and take some Ivermectin.
1520352562591014912|@DawnBristow77 @mymeganlove My wife had Covid, hospitalized,given Remdesivir,died of septic shock, Kidney &amp; Liver failure White Blood count 65K Vascular Failure Christmas day, she was 46 extremely healthy. Trust this government ? never. US funded wuhan&amp;Gilead FDA blind approval , nothing will ever happen https://t.co/YmaFyAEeO9
1520355691474599936|Ivermectin Now Easily Available in Tennessee https://t.co/cM3rhomAv2
1520318040612634624|@PoliBard Ivermectin is what happened!
1520382517458706433|@PBGuy71 @JamesMelville Couldn't agree LESS.  Ivermectin and HCQ and Chlorine Dioxide &amp; others would have prevented much of the damage.....the 'vaccines' did NOTHING but harm.
1520351882480336899|@creative_amanda @Wolfiesmom demokkkrats manufactured the Russia hoax, Ukraine hoax, smullett hoax lied about ivermectin and hydroxychloroquine and now want to talk to us about ministry of truth. demokkkrats are the same people that say black people aren't smart enough to get a photo ID.
1520365886019878912|@callen727 @CBoyForeman @EnderLever @TheFreds @KirstieMAllsopp As long as they didn’t give him Remdesivir as well or he probably wouldn’t be alive now to type! That’s the hospital killer not Covid, of course they say it’s Covid but the organ damage is from the Remdesivir.  The fact they give that for Covid should make people question the jab
